antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'POSTAGE'}),frozenset({'RABBIT NIGHT LIGHT'}),0.7653061224489796,0.18877551020408162,0.16581632653061223,0.21666666666666667,1.1477477477477478,1.0,0.02134527280299875,1.0356057316543639,0.5484949832775919,0.21035598705501618,0.03438155136268346,0.5475225225225225
frozenset({'POSTAGE'}),frozenset({'PAPER BUNTING RETROSPOT'}),0.7653061224489796,0.08163265306122448,0.07142857142857142,0.09333333333333334,1.1433333333333335,1.0,0.008954602249062894,1.012905162064826,0.53416149068323,0.09210526315789473,0.012740740740740752,0.4841666666666667
frozenset({'PAPER BUNTING RETROSPOT'}),frozenset({'POSTAGE'}),0.08163265306122448,0.7653061224489796,0.07142857142857142,0.875,1.1433333333333333,1.0,0.008954602249062894,1.8775510204081636,0.13650793650793658,0.09210526315789473,0.46739130434782616,0.4841666666666667
frozenset({'POSTAGE'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.7653061224489796,0.10204081632653061,0.08928571428571429,0.11666666666666667,1.1433333333333333,1.0,0.011193252811328616,1.0165575664227955,0.5341614906832299,0.11475409836065575,0.01628787878787879,0.49583333333333335
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'POSTAGE'}),0.10204081632653061,0.7653061224489796,0.08928571428571429,0.875,1.1433333333333333,1.0,0.011193252811328616,1.8775510204081636,0.13961038961038966,0.11475409836065575,0.46739130434782616,0.49583333333333335
frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'POSTAGE'}),0.18112244897959184,0.7653061224489796,0.15816326530612246,0.8732394366197184,1.1410328638497653,1.0,0.0195491461890879,1.8514739229024955,0.15093960405989362,0.20064724919093854,0.4598897734231479,0.5399530516431925
frozenset({'POSTAGE'}),frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.7653061224489796,0.18112244897959184,0.15816326530612246,0.2066666666666667,1.1410328638497653,1.0,0.0195491461890879,1.0321985937232037,0.5266479663394114,0.20064724919093854,0.031194184839044677,0.5399530516431925
frozenset({'POSTAGE'}),frozenset({'LUNCH BAG WOODLAND'}),0.7653061224489796,0.11734693877551021,0.10204081632653061,0.13333333333333333,1.136231884057971,1.0,0.012234485630987085,1.0184458398744114,0.5108695652173911,0.13071895424836602,0.01811175337186897,0.5014492753623189
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'POSTAGE'}),0.11734693877551021,0.7653061224489796,0.10204081632653061,0.8695652173913043,1.136231884057971,1.0,0.012234485630987085,1.7993197278911564,0.1358381502890173,0.13071895424836602,0.44423440453686197,0.5014492753623189
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'POSTAGE'}),0.09693877551020408,0.7653061224489796,0.08418367346938775,0.868421052631579,1.1347368421052633,1.0,0.00999583506872137,1.7836734693877558,0.13148433487416544,0.1081967213114754,0.439359267734554,0.4892105263157895
frozenset({'POSTAGE'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.7653061224489796,0.09693877551020408,0.08418367346938775,0.11,1.1347368421052633,1.0,0.00999583506872137,1.0146755331346022,0.5059288537549409,0.1081967213114754,0.014463276836158195,0.4892105263157895
frozenset({'POSTAGE'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.7653061224489796,0.1377551020408163,0.11734693877551021,0.15333333333333335,1.1130864197530868,1.0,0.011922115785089574,1.0183994857785634,0.4328922495274111,0.14935064935064937,0.018067061143984254,0.5025925925925927
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'POSTAGE'}),0.1377551020408163,0.7653061224489796,0.11734693877551021,0.851851851851852,1.1130864197530865,1.0,0.011922115785089574,1.5841836734693893,0.11782865963467998,0.14935064935064937,0.36876006441223896,0.5025925925925927
frozenset({'POSTAGE'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.7653061224489796,0.09693877551020408,0.08163265306122448,0.10666666666666666,1.1003508771929824,1.0,0.007444814660558102,1.0108894303990255,0.3885869565217392,0.1045751633986928,0.010772128060263649,0.4743859649122807
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'POSTAGE'}),0.09693877551020408,0.7653061224489796,0.08163265306122448,0.8421052631578947,1.1003508771929824,1.0,0.007444814660558102,1.486394557823129,0.10098870056497176,0.1045751633986928,0.3272311212814644,0.4743859649122807
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'POSTAGE'}),0.09693877551020408,0.7653061224489796,0.08163265306122448,0.8421052631578947,1.1003508771929824,1.0,0.007444814660558102,1.486394557823129,0.10098870056497176,0.1045751633986928,0.3272311212814644,0.4743859649122807
frozenset({'POSTAGE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.7653061224489796,0.09693877551020408,0.08163265306122448,0.10666666666666666,1.1003508771929824,1.0,0.007444814660558102,1.0108894303990255,0.3885869565217392,0.1045751633986928,0.010772128060263649,0.4743859649122807
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'POSTAGE'}),0.12755102040816327,0.7653061224489796,0.10714285714285714,0.84,1.0976,1.0,0.009527280299875054,1.4668367346938775,0.10192147034252301,0.13636363636363635,0.3182608695652174,0.49
frozenset({'POSTAGE'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.7653061224489796,0.12755102040816327,0.10714285714285714,0.13999999999999999,1.0976,1.0,0.009527280299875054,1.0144755576649265,0.3788819875776398,0.13636363636363635,0.014269005847953197,0.49
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'POSTAGE'}),0.125,0.7653061224489796,0.10459183673469388,0.8367346938775511,1.0933333333333335,1.0,0.008928571428571438,1.4375000000000007,0.0975609756097562,0.13311688311688313,0.3043478260869568,0.4867006802721089
frozenset({'POSTAGE'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.7653061224489796,0.125,0.10459183673469388,0.1366666666666667,1.0933333333333335,1.0,0.008928571428571438,1.0135135135135136,0.36373276776246055,0.13311688311688313,0.013333333333333355,0.4867006802721089
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'POSTAGE'}),0.125,0.7653061224489796,0.10459183673469388,0.8367346938775511,1.0933333333333335,1.0,0.008928571428571438,1.4375000000000007,0.0975609756097562,0.13311688311688313,0.3043478260869568,0.4867006802721089
frozenset({'POSTAGE'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.7653061224489796,0.125,0.10459183673469388,0.1366666666666667,1.0933333333333335,1.0,0.008928571428571438,1.0135135135135136,0.36373276776246055,0.13311688311688313,0.013333333333333355,0.4867006802721089
frozenset({'RED RETROSPOT MINI CASES'}),frozenset({'POSTAGE'}),0.1377551020408163,0.7653061224489796,0.11479591836734694,0.8333333333333335,1.0888888888888892,1.0,0.009371095376926306,1.408163265306124,0.094674556213018,0.14563106796116507,0.28985507246376885,0.49166666666666675
frozenset({'POSTAGE'}),frozenset({'RED RETROSPOT MINI CASES'}),0.7653061224489796,0.1377551020408163,0.11479591836734694,0.15000000000000002,1.0888888888888892,1.0,0.009371095376926306,1.014405762304922,0.3478260869565226,0.14563106796116507,0.014201183431952704,0.49166666666666675
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'POSTAGE'}),0.1377551020408163,0.7653061224489796,0.11479591836734694,0.8333333333333335,1.0888888888888892,1.0,0.009371095376926306,1.408163265306124,0.094674556213018,0.14563106796116507,0.28985507246376885,0.49166666666666675
frozenset({'POSTAGE'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.7653061224489796,0.1377551020408163,0.11479591836734694,0.15000000000000002,1.0888888888888892,1.0,0.009371095376926306,1.014405762304922,0.3478260869565226,0.14563106796116507,0.014201183431952704,0.49166666666666675
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})",frozenset({'POSTAGE'}),0.12244897959183673,0.7653061224489796,0.10204081632653061,0.8333333333333334,1.088888888888889,1.0,0.008329862557267809,1.408163265306123,0.09302325581395353,0.12987012987012989,0.2898550724637684,0.48333333333333334
frozenset({'POSTAGE'}),"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})",0.7653061224489796,0.12244897959183673,0.10204081632653061,0.13333333333333333,1.0888888888888888,1.0,0.008329862557267809,1.0125588697017267,0.34782608695652184,0.12987012987012989,0.0124031007751938,0.48333333333333334
"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'POSTAGE'}),0.08928571428571429,0.7653061224489796,0.07397959183673469,0.8285714285714285,1.0826666666666667,1.0,0.005648688046647227,1.3690476190476188,0.083840432724814,0.09477124183006537,0.26956521739130423,0.4626190476190476
frozenset({'POSTAGE'}),"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN CIRCUS PARADE'})",0.7653061224489796,0.08928571428571429,0.07397959183673469,0.09666666666666666,1.0826666666666667,1.0,0.005648688046647227,1.0081707959936743,0.32533733133433257,0.09477124183006537,0.008104575163398688,0.4626190476190476
frozenset({'POSTAGE'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.7653061224489796,0.1326530612244898,0.1096938775510204,0.14333333333333334,1.0805128205128205,1.0,0.008173677634319032,1.0124672437068212,0.31749241658240634,0.13915857605177995,0.012313725490196077,0.4851282051282051
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),frozenset({'POSTAGE'}),0.1326530612244898,0.7653061224489796,0.1096938775510204,0.8269230769230769,1.0805128205128205,1.0,0.008173677634319032,1.3560090702947845,0.0859097127222982,0.13915857605177995,0.26254180602006677,0.4851282051282051
frozenset({'POSTAGE'}),"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.7653061224489796,0.10204081632653061,0.08418367346938775,0.11,1.078,1.0,0.00609121199500208,1.008942903003898,0.3083003952569169,0.10749185667752442,0.008863636363636362,0.46749999999999997
"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",frozenset({'POSTAGE'}),0.10204081632653061,0.7653061224489796,0.08418367346938775,0.825,1.078,1.0,0.00609121199500208,1.3411078717201166,0.08057851239669418,0.10749185667752442,0.25434782608695644,0.46749999999999997
frozenset({'POSTAGE'}),"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.7653061224489796,0.10204081632653061,0.08418367346938775,0.11,1.078,1.0,0.00609121199500208,1.008942903003898,0.3083003952569169,0.10749185667752442,0.008863636363636362,0.46749999999999997
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",frozenset({'POSTAGE'}),0.10204081632653061,0.7653061224489796,0.08418367346938775,0.825,1.078,1.0,0.00609121199500208,1.3411078717201166,0.08057851239669418,0.10749185667752442,0.25434782608695644,0.46749999999999997
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'POSTAGE'}),0.10204081632653061,0.7653061224489796,0.08418367346938775,0.825,1.078,1.0,0.00609121199500208,1.3411078717201166,0.08057851239669418,0.10749185667752442,0.25434782608695644,0.46749999999999997
frozenset({'POSTAGE'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.7653061224489796,0.10204081632653061,0.08418367346938775,0.11,1.078,1.0,0.00609121199500208,1.008942903003898,0.3083003952569169,0.10749185667752442,0.008863636363636362,0.46749999999999997
"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'POSTAGE'}),0.10204081632653061,0.7653061224489796,0.08418367346938775,0.825,1.078,1.0,0.00609121199500208,1.3411078717201166,0.08057851239669418,0.10749185667752442,0.25434782608695644,0.46749999999999997
frozenset({'POSTAGE'}),"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN CIRCUS PARADE'})",0.7653061224489796,0.10204081632653061,0.08418367346938775,0.11,1.078,1.0,0.00609121199500208,1.008942903003898,0.3083003952569169,0.10749185667752442,0.008863636363636362,0.46749999999999997
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",frozenset({'POSTAGE'}),0.09948979591836735,0.7653061224489796,0.08163265306122448,0.8205128205128205,1.0721367521367522,1.0,0.00549250312369845,1.3075801749271136,0.0747167138810197,0.10423452768729641,0.23522853957636566,0.4635897435897436
frozenset({'POSTAGE'}),"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.7653061224489796,0.09948979591836735,0.08163265306122448,0.10666666666666666,1.072136752136752,1.0,0.00549250312369845,1.008033810539141,0.2866847826086952,0.10423452768729641,0.00796978281397544,0.4635897435897436
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'POSTAGE'}),0.17091836734693877,0.7653061224489796,0.1377551020408163,0.8059701492537313,1.053134328358209,1.0,0.00695022907122031,1.209576138147567,0.06085470085470073,0.17252396166134185,0.17326411421155105,0.4929850746268657
frozenset({'POSTAGE'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.7653061224489796,0.17091836734693877,0.1377551020408163,0.18,1.0531343283582089,1.0,0.00695022907122031,1.0110751617720257,0.21497584541062753,0.17252396166134185,0.01095384615384615,0.4929850746268657
frozenset({'POSTAGE'}),"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.7653061224489796,0.10459183673469388,0.08418367346938775,0.11,1.0517073170731708,1.0,0.0041389004581424416,1.0060765879385463,0.20948616600790518,0.10714285714285714,0.006039886039886035,0.45743902439024386
"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.10459183673469388,0.7653061224489796,0.08418367346938775,0.8048780487804877,1.0517073170731708,1.0,0.0041389004581424416,1.2028061224489794,0.054908054908054914,0.10714285714285714,0.1686108165429479,0.45743902439024386
frozenset({'POSTAGE'}),frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),0.7653061224489796,0.14285714285714285,0.11479591836734694,0.15000000000000002,1.0500000000000003,1.0,0.005466472303207015,1.008403361344538,0.20289855072463833,0.14469453376205788,0.008333333333333368,0.4767857142857143
frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),frozenset({'POSTAGE'}),0.14285714285714285,0.7653061224489796,0.11479591836734694,0.8035714285714286,1.05,1.0,0.005466472303207015,1.1948051948051952,0.05555555555555573,0.14469453376205788,0.16304347826086985,0.4767857142857143
frozenset({'POSTAGE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.7653061224489796,0.15306122448979592,0.12244897959183673,0.16,1.0453333333333332,1.0,0.0053102873802582246,1.0082604470359573,0.1847826086956521,0.15384615384615385,0.00819277108433735,0.48
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'POSTAGE'}),0.15306122448979592,0.7653061224489796,0.12244897959183673,0.7999999999999999,1.0453333333333332,1.0,0.0053102873802582246,1.173469387755102,0.051204819277108425,0.15384615384615385,0.1478260869565216,0.48
frozenset({'POSTAGE'}),frozenset({'MINI PAINT SET VINTAGE'}),0.7653061224489796,0.10459183673469388,0.08163265306122448,0.10666666666666666,1.0198373983739837,1.0,0.0015878800499791734,1.0023225708193726,0.08288043478260859,0.1035598705501618,0.002317188983855637,0.4435772357723577
frozenset({'MINI PAINT SET VINTAGE'}),frozenset({'POSTAGE'}),0.10459183673469388,0.7653061224489796,0.08163265306122448,0.7804878048780487,1.0198373983739837,1.0,0.0015878800499791734,1.0691609977324261,0.021723646723646697,0.1035598705501618,0.06468716861081635,0.4435772357723577
frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'POSTAGE'}),0.125,0.7653061224489796,0.09693877551020408,0.7755102040816326,1.0133333333333334,1.0,0.001275510204081634,1.0454545454545454,0.015037593984962423,0.12218649517684889,0.04347826086956526,0.45108843537414967
frozenset({'POSTAGE'}),frozenset({'SPACEBOY LUNCH BOX'}),0.7653061224489796,0.125,0.09693877551020408,0.12666666666666668,1.0133333333333334,1.0,0.001275510204081634,1.001908396946565,0.05606407322654467,0.12218649517684889,0.0019047619047619171,0.45108843537414967
frozenset({'POSTAGE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.7653061224489796,0.11989795918367346,0.09183673469387756,0.12000000000000001,1.0008510638297874,1.0,7.809246147440219e-05,1.0001159554730983,0.0036231884057978665,0.11575562700964633,0.00011594202898552441,0.44297872340425537
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'POSTAGE'}),0.11989795918367346,0.7653061224489796,0.09183673469387756,0.7659574468085107,1.0008510638297874,1.0,7.809246147440219e-05,1.0027829313543606,0.0009661835748794314,0.11575562700964633,0.0027752081406111624,0.44297872340425537
